"StationRowID","StationCode","Active","Location","GroupingCode","x_0402ft","y_0402ft","x_WGS84","y_WGS84","x_UTMz10","y_UTMz10","Station Descriptions"
"67B0F8F9-F9EB-4365-8E20-305BA42B2CC6","CRD3.5",0,"Cordelia Slough at levee break",NA,NA,NA,NA,NA,NA,NA,NA
"D1B25B82-6F09-48B2-8FAB-B1B989B10BE6","CRD4",0,"Cordelia Slough at Ibis Slough",NA,NA,NA,NA,NA,NA,NA,NA
"1EC78DEE-9D05-4209-B261-72789A9F9F19","DV1",1,"upper Denverton Slough",NA,6587435.73737999,1837240.78948,-121.9103381,38.207065942,595402.301907,4229350.41175999,NA
"A4A2B85B-3D5C-11D4-B974-006008C01BCF","DV1L",0,"Denverton Slough DV1L",NA,6587435.73737999,1837240.78948,-121.9103381,38.207065942,595402.301907,4229350.41175999,NA
"3F3E7491-3D2C-11D4-B974-006008C01BCF","DV2",1,"Denverton Slough - middle",NA,6588160.26030999,1835705.699,-121.907822216,38.2028488162,595628.094114999,4228885.07075,NA
"A4A2B85C-3D5C-11D4-B974-006008C01BCF","DV2L",0,"Denverton Slough DV2L",NA,6588160.26030999,1835705.699,-121.907822216,38.2028488162,595628.094114999,4228885.07075,NA
"3F3E7493-3D2C-11D4-B974-006008C01BCF","DV3",1,"Denverton Slough - lower",NA,6585934.27409,1834167.1497,-121.915573053,38.1986301242,594954.920812,4228408.98900999,NA
"A4A2B85D-3D5C-11D4-B974-006008C01BCF","DV3L",0,"Denverton Slough",NA,6585934.27409,1834167.1497,-121.915573053,38.1986301242,594954.920812,4228408.98900999,NA
"3F3E7494-3D2C-11D4-B974-006008C01BCF","DV4",0,"Denverton Slough - upper",NA,6587395.33122999,1836310.83908999,-121.910481899,38.2045125424999,595393.044378999,4229066.93659,NA
"986AC219-A49A-4D45-A098-449D06E8CCFA","EM1",1,"Emerson northeast - Dutch Slough",NA,0,NA,NA,NA,NA,NA,NA
"9898240B-F9E9-44CA-BE6B-860684EF95C6","EM2",1,"Emerson southwest - Dutch Slough",NA,0,NA,NA,NA,NA,NA,NA
"F9B18D2E-21C4-407F-89B6-EC83F7EEAF4E","FH1",0,"Frank Horan Slough at outfall",NA,NA,NA,NA,NA,NA,NA,NA
"0254C11E-CC82-4774-8906-943C167A0E4D","GKN2",1,"Grizzly King managed wetland - north",NA,0,NA,NA,NA,NA,NA,NA
"83EF402D-C769-4641-B047-86180EFEEB0C","GKS1",1,"Grizzly King managed wetland - south",NA,0,NA,NA,NA,NA,NA,NA
"13D407B7-4059-419F-B85C-32E409519D84","GL1",1,"Gilbert northeast - Dutch Slough",NA,0,NA,NA,NA,NA,NA,NA
"B9E42E20-765D-4DA2-A836-208629D4823F","GL2",1,"Gilbert northwest - Dutch Slough",NA,0,NA,NA,NA,NA,NA,NA
"1186AD43-5342-4547-B303-35A2AAE556FF","GL3",1,"Gilbert southeast - Dutch Slough",NA,0,NA,NA,NA,NA,NA,NA
"BBD844CE-E363-4CFB-A934-538F4E866E5C","GL4",1,"Gilbert southwest - Dutch Slough",NA,0,NA,NA,NA,NA,NA,NA
"3F3E7495-3D2C-11D4-B974-006008C01BCF","GR1",0,"Grant Slough - south branch",NA,6559487.51045999,1830877.41617999,-122.007594713,38.1896276997999,586907.890474,4227319.76482999,NA
"3F3E7496-3D2C-11D4-B974-006008C01BCF","GR2",1,"Grant Slough - north branch",NA,6559202.74779,1831247.92054999,-122.008585553,38.1906449804,586819.910984999,4227431.71305,NA
"3F3E7497-3D2C-11D4-B974-006008C01BCF","GR3",1,"Grant Slough - upper",NA,6558274.36703,1830662.50658,-122.011815268,38.1890372343,586538.978787999,4227250.29693,NA
"3F3E7498-3D2C-11D4-B974-006008C01BCF","GR4",1,"Grant Slough - lower",NA,6557774.73539,1828960.73481,-122.013552641999,38.1843642308,586392.348608999,4226730.16158,NA
"3F3E7499-3D2C-11D4-B974-006008C01BCF","GY1",1,"Goodyear Slough - upper",NA,6534546.43692999,1799023.05312,-122.094252342999,38.1021223780999,579413.781349,4217532.60838,NA
"3F3E749B-3D2C-11D4-B974-006008C01BCF","GY2",1,"Goodyear Slough - middle",NA,6533488.72295,1801067.96682,-122.097935410999,38.1077342812999,579084.806756,4218152.14647,NA
"3F3E749C-3D2C-11D4-B974-006008C01BCF","GY3",1,"Goodyear Slough - lower",NA,6536732.37916,1810046.7833,-122.086693032,38.1323976286,580043.510874,4220898.37273999,NA
"3F3E749D-3D2C-11D4-B974-006008C01BCF","GY4",0,"Goodyear Slough - top",NA,6535057.25889,1797255.82021,-122.092471058,38.0972713107,579575.222063999,4216995.87210999,NA
"2989371C-DD30-4F64-9DAE-7A5ED43797C7","GYPH",1,"Goodyear Slough at Pierce Harbor",NA,0,NA,NA,NA,NA,NA,NA
"0457D027-238D-4444-9352-D12790D4C0A3","GYTC",1,"Goodyear Slough at tidal creek",NA,0,NA,NA,NA,NA,NA,"hook-and-line site just upstream of CDWR gauge"
"3A32A911-BA02-4D96-AD91-B582927A91E3","HC",1,"Hunter Cut",NA,0,NA,NA,NA,NA,NA,NA
"3F3E749E-3D2C-11D4-B974-006008C01BCF","HL1",1,"Hill Slough above bridge",NA,6554450.51969,1841832.60406,-122.025129466,38.219706578,585337.179941999,4230641.00915999,NA
"D0285E1E-7CE4-44B2-B8ED-9A4FF55C591F","HL2",1,"Lower Hill - at mouth of Suisun Slough",NA,NA,NA,NA,NA,NA,NA,NA
"5CBB0594-71B1-4B89-A188-9E35EFE9C6F0","IBI1",0,"Ibis Cut at Frank Horan Slough",NA,NA,NA,NA,NA,NA,NA,NA
"BD9744E6-130C-4A26-8403-344EFCE0F08E","LCW1",1,"Luco Slough - upper, west branch",NA,0,NA,NA,NA,NA,NA,NA
"61382F19-BA7E-485E-A2D2-8DD92B8F16B5","LP9",1,"Luco Pond - southwest corner",NA,0,NA,NA,NA,NA,NA,NA
"01C5D6A1-DF99-4F2B-A827-88F5EA9D9387","LPL",1,"Luco Pond - east central",NA,0,NA,NA,NA,NA,NA,NA
"3900E6E8-ED0E-4F80-B682-7B1BEC0ED17A","LU1",1,"Upper Luco Slough",NA,6584376.92152999,1838572.83841999,-121.920978592,38.2107313519,594465.950260999,4229746.2219,NA
"87888FB8-4482-48CC-A262-EFFFE383C008","LU2",1,"Luco Slough - at Nurse Slough confluence",NA,0,NA,NA,NA,NA,NA,NA
"CA5E5AED-8951-4879-9119-E800FCE82383","MF1",1,"Mallard Farms - southwestern pond shore",NA,NA,NA,NA,NA,NA,NA,NA
"1AC734C4-B3DE-4409-B600-ABE94C472B12","MF3",1,"Mallard Farms - southeastern pond shore",NA,NA,NA,NA,NA,NA,NA,NA
"B4674ED0-D518-4351-A631-341571A1734F","MF4",1,"Mallard Farms - backwater",NA,NA,NA,NA,NA,NA,NA,NA
"19AA5A6D-D19F-4878-A526-D1712EE35F80","MF5",1,"Mallard Farms - north pond shore",NA,NA,NA,NA,NA,NA,NA,NA
"6F8EE495-4C98-42AD-B599-AE9678DA5A10","ML5",1,"Meins Landing managed wetland - south",NA,0,NA,NA,NA,NA,NA,NA
"3CA9288D-CC5E-4ACB-9E14-743FD48A0A18","ML6",1,"Meins Landing managed wetland - southeast",NA,0,NA,NA,NA,NA,NA,NA
"B658EC87-324C-4B98-96C2-CD170ED373E4","MWB1",1,"Montezuma Wetlands Big Slough - north",NA,0,NA,NA,NA,NA,NA,NA
"D97D21BA-9B7B-4A5E-BC96-B0D04D1444BF","MWB2",1,"Montezuma Wetlands Big Slough - south",NA,0,NA,NA,NA,NA,NA,NA
"82967FDA-41A9-4A8C-8573-4CE053E7D09B","MWB3",1,"Montezuma Wetlands Big Slough - center",NA,0,NA,NA,NA,NA,NA,NA
"3229CB80-4CB8-4CCD-9E3C-C542089B16C9","MWBC10",1,"Mont Wetl - marsh plain (Cell10) cntr big slough",NA,0,NA,NA,NA,NA,NA,NA
"B5549FD2-3BD0-4989-BF91-6679DFEE3184","MWBC3",1,"Mont Wetl - marsh plain (Cell3) S big slough",NA,0,NA,NA,NA,NA,NA,NA
"5A74BF38-818A-459A-A146-407C902E6D9D","MWBC6",1,"Mont Wetl - marsh plain (Cell6) off N big slough",NA,0,NA,NA,NA,NA,NA,NA
"FFB73B4D-611B-42CA-88BB-DDFAFF61CD43","MWCH",1,"Mont Wetl - Clank Hollow",NA,0,NA,NA,NA,NA,NA,NA
"EE82398C-E5F8-419B-9CA7-589F1A8B49CF","MWS1",1,"Montezuma Wetlands Small Slough North",NA,0,NA,NA,NA,NA,NA,NA
"460742B3-1551-4C2A-BBFC-1E55221EADA6","MWS2",1,"Montezuma Wetlands Small Slough South",NA,0,NA,NA,NA,NA,NA,NA
"E11998E3-3708-4534-B19B-0BD209747BD0","MWSC1",1,"Mont Wetl - marsh plain (Cell1) off small slough",NA,0,NA,NA,NA,NA,NA,NA
"A0553D41-A407-46FA-B323-C9380352602A","MWSC10",1,"Mont Wet - marsh plain Cell 10 off sml slu",NA,0,NA,NA,NA,NA,NA,NA
"451F4F57-D0D0-42A1-B527-EE6BE30D094A","MWSC6",1,"Mont Wetl - marsh plain (Cell6) off N small slough",NA,0,NA,NA,NA,NA,NA,NA
"3F3E749F-3D2C-11D4-B974-006008C01BCF","MZ1",1,"Montezuma Slough - at Roaring River MZ1",NA,6594364.53002,1795851.88651999,-121.886406304,38.0933974217999,597649.067449999,4216762.68164999,NA
"3F3E74A2-3D2C-11D4-B974-006008C01BCF","MZ2",1,"Montezuma Slough - at boat ramp",NA,6593280.34896999,1801872.2106,-121.890147941,38.1099318248,597299.032021,4218593.39448,NA
"3F3E74A4-3D2C-11D4-B974-006008C01BCF","MZ3",0,"Montezuma Slough - at Sacramento River",NA,6599287.60530999,1787872.3337,-121.86934124,38.0714688744999,599175.121042,4214347.59870999,NA
"3F3E74A5-3D2C-11D4-B974-006008C01BCF","MZ4",0,"Montezuma Slough - above trestle",NA,6594630.05671,1791163.66803999,-121.88550427,38.0805235142,597745.308943,4215335.15749999,NA
"3F3E74A6-3D2C-11D4-B974-006008C01BCF","MZ5",0,"Montezuma Slough - at Roaring River MZ5",NA,6594661.10704,1795138.10951,-121.885378993,38.0914364964,597741.763895999,4216546.18039,NA
"3F3E74A8-3D2C-11D4-B974-006008C01BCF","MZ6",1,"Montezuma Slough - at Nurse Slough",NA,6582001.70627,1821099.67083,-121.929291959,38.1627580241,593799.627878,4224414.64424,NA
"3F3E74A9-3D2C-11D4-B974-006008C01BCF","MZ7",0,"Montezuma Slough - below Nurse Slough",NA,6581464.71934999,1821561.93521,-121.931158275,38.1640284619999,593634.501261,4224553.72523,NA
"3F3E74AB-3D2C-11D4-B974-006008C01BCF","MZ8",0,"Montezuma Slough - above Nurse Slough",NA,6580719.51157999,1822741.84752,-121.933747013,38.1672698388,593403.578306999,4224910.77637999,NA
"13B06CEE-4286-4328-B7DA-B69EA5871612","MZBL",1,"Montezuma Slough near Beldon's Landing",NA,0,NA,NA,NA,NA,NA,NA
"F9364827-FE77-4C50-887D-D3C9A9FC015E","MZGT",1,"Montezuma Slough at Gumtree Duck Club",NA,0,NA,NA,NA,NA,NA,NA
"960CC527-0469-44C0-9970-11D946285A83","MZHC",1,"Montezuma at Hunters Cut",NA,0,NA,NA,NA,NA,NA,NA
"B8F5FD3F-B8E7-407A-A568-9D1246D91995","MZLCR",1,"Montezuma Slough opposite Cutoff Slough",NA,0,NA,NA,NA,NA,NA,"along riprapped bank on south shore of Montezuma"
"BF38D0F1-9700-439B-BAA6-C04B30CE55A3","MZML",1,"Montezuma Slough at Meins Landing",NA,0,NA,NA,NA,NA,NA,NA
"2A378072-2B26-4817-9027-4B4D538867B1","MZN1",1,"Montezuma Slough - near Frost Low DO Site",NA,NA,NA,NA,NA,NA,NA,NA
"2AAC1A9C-BAFA-4F87-9B05-E8AE48AAA095","MZN2",1,"Montezuma Slough - at Nurse Low DO Site",NA,NA,NA,NA,NA,NA,NA,NA
"BCB1EBE4-302F-4432-8504-3EC507778D01","MZN3",1,"Montezuma Slough - at side channel",NA,6585620.79327999,1816592.66118,-121.916719863,38.1503740699,594917.07964,4223053.31742999,NA
"E620CDF0-AE9D-4B53-BC83-A40F29BBAB0A","MZRB
MZRB",1,"Montezuma Slough at Red Barn",NA,0,NA,NA,NA,NA,NA,NA
"42918B3A-9529-4E96-B9FF-A291035B5716","NS1",1,"upper Nurse Slough",NA,6581981.72448999,1832039.31176,-121.929331864999,38.1927966563999,593757.629016999,4227747.69209999,NA
"A4A2B85E-3D5C-11D4-B974-006008C01BCF","NS1L",0,"Nurse Slough NS1L",NA,6581981.72448999,1832039.31176,-121.929331864999,38.1927966563999,593757.629016999,4227747.69209999,NA
"3F3E74AD-3D2C-11D4-B974-006008C01BCF","NS2",1,"Nurse Slough - middle",NA,6583004.4834,1828618.5517,-121.925783143999,38.1834015211999,594080.477872999,4226708.80233999,NA
"A4A2B85F-3D5C-11D4-B974-006008C01BCF","NS2L",0,"Nurse Slough NS2L",NA,6582924.00174,1828431.19551,-121.926063654,38.1828872494999,594056.571554,4226651.45392,NA
"3F3E74AE-3D2C-11D4-B974-006008C01BCF","NS3",1,"Nurse Slough - lower",NA,6582169.73857,1824608.50298999,-121.928698002,38.1723923727,593839.308895,4225484.2714,NA
"A4A2B860-3D5C-11D4-B974-006008C01BCF","NS3L",0,"Nurse Slough NS3L",NA,6582169.73857,1824608.50298999,-121.928698002,38.1723923727,593839.308895,4225484.2714,NA
"3F3E74B1-3D2C-11D4-B974-006008C01BCF","PT0.1",1,"Peytonia Slough - at railroad tracks",NA,6546510.76367999,1843368.50808,-122.052767394,38.2239146129999,582913.044058999,4231082.82295999,NA
"3F3E74AF-3D2C-11D4-B974-006008C01BCF","PT1",1,"Peytonia Slough - upper",NA,6547813.78768,1842632.5603,-122.048230511,38.2218957913,583312.471551,4230862.88705,NA
"3F3E74B0-3D2C-11D4-B974-006008C01BCF","PT2",1,"Peytonia Slough - middle",NA,6549148.43166,1842626.21961,-122.043585045,38.2218802316999,583719.130167,4230865.35049,NA
"20F57FCF-8013-49EF-8D36-001581889FA9","PT3",1,"Peytonia Slough - Lower",NA,6550898.73012,1844212.84186999,-122.037495114,38.2262390189999,584247.184956999,4231354.52527999,NA
"3F3E74B2-3D2C-11D4-B974-006008C01BCF","RO1",0,"Roos Cut - down from fence",NA,6540069.01168,1820072.30574,-122.075122607,38.1599342482999,581027.098575999,4223963.83442999,NA
"4A2AC22D-728B-44BE-B932-A01EC01A8288","SB0_5",1,"Spring Branch above turning basin",NA,6553393.47845999,1835711.84685,-122.028801814999,38.2028989893,585035.267079,4228772.66366,NA
"3F3E74B3-3D2C-11D4-B974-006008C01BCF","SB1",1,"Spring Branch - upper",NA,6552843.54662,1835129.12467,-122.030714754,38.2012984241999,584869.632512,4228593.3112,NA
"A4A2B861-3D5C-11D4-B974-006008C01BCF","SB1L",0,"Spring Branch SB1L",NA,6552843.54662,1835129.12467,-122.030714754,38.2012984241999,584869.632512,4228593.3112,NA
"3F3E74B5-3D2C-11D4-B974-006008C01BCF","SB2",1,"Spring Branch - middle",NA,6553311.08091,1833431.75071,-122.029085999,38.1966381049,585017.665305,4228077.69735999,NA
"A4A2B859-3D5C-11D4-B974-006008C01BCF","SB2L",0,"Spring Branch SB2L",NA,6553311.08091,1833431.75071,-122.029085999,38.1966381049,585017.665305,4228077.69735999,NA
"3F3E74B6-3D2C-11D4-B974-006008C01BCF","SB3",0,"Spring Branch - top",NA,6553301.74215,1836218.95704,-122.029121599,38.2042913603999,585005.648164,4228926.86723999,NA
"A4A2B85A-3D5C-11D4-B974-006008C01BCF","SB3L",0,"Spring Branch SB3L",NA,6553301.74215,1836218.95704,-122.029121599,38.2042913603999,585005.648164,4228926.86723999,NA
"B632B921-F905-4040-9491-0895DBEB3D47","SD2",1,"Sheldrake Slough - at Suisun Slough",NA,NA,NA,NA,NA,NA,NA,NA
"3F3E74B7-3D2C-11D4-B974-006008C01BCF","SU1",1,"Suisun Slough seining beach",NA,6552775.09128999,1841163.3219,-122.030960108,38.2178674036999,584828.914379999,4230431.57715999,NA
"9A28E621-E094-4DE5-BDA6-04373972668C","SU1B",1,"Suisun Slough - at Boynton Low DO Site",NA,6551691.81611999,1838108.48297,-122.034726357,38.2094781746,584508.919418,4229497.26621,NA
"A4A2B856-3D5C-11D4-B974-006008C01BCF","SU1L",0,"Suisun Slough SU1L",NA,6552775.09128999,1841163.3219,-122.030960108,38.2178674036999,584828.914379999,4230431.57715999,NA
"3F3E74BB-3D2C-11D4-B974-006008C01BCF","SU2",1,"Suisun Slough - below Boynton Slough",NA,6549202.42312,1834065.17317999,-122.043382894999,38.1983728928,583763.765492,4228257.16559999,NA
"A4A2B857-3D5C-11D4-B974-006008C01BCF","SU2L",0,"Suisun Slough SU2L",NA,6551691.81611999,1838108.48297,-122.034726357,38.2094781746,584508.919418,4229497.26621,NA
"3F3E74BC-3D2C-11D4-B974-006008C01BCF","SU3",1,"Suisun Slough - above Cordelia Slough",NA,6540665.53239,1812609.99796999,-122.073027256,38.1394452834,581233.392686999,4221692.24522999,NA
"A4A2B858-3D5C-11D4-B974-006008C01BCF","SU3L",0,"Suisun Slough SU3L",NA,6549202.42312,1834065.17317999,-122.043382894999,38.1983728928,583763.765492,4228257.16559999,NA
"3F3E74BD-3D2C-11D4-B974-006008C01BCF","SU4",1,"Suisun Slough - below Cordelia Slough",NA,6538260.18824999,1807954.86009,-122.081375354,38.1266574359,580515.868212,4220266.05377,NA
"3F3E74BE-3D2C-11D4-B974-006008C01BCF","SU5",0,"Suisun Slough - across from Boynton Slough",NA,6551644.72415,1839318.4205,-122.034891857,38.2128004411,584490.588623999,4229865.75325,NA
"3F3E74BF-3D2C-11D4-B974-006008C01BCF","SU6",0,"Suisun Slough - from Cutoff Slough",NA,6550190.63121,1832327.67209,-122.039941741,38.1936032133,584070.56816,4227731.04133,NA
"3F3E749A-3D2C-11D4-B974-006008C01BCF","SU7",0,"Suisun Slough - below Cutoff Slough",NA,6550245.34265999,1831124.02004,-122.039749552,38.1902982283,584091.198398999,4227364.49655,NA
"4BA520B4-3F8A-445E-BD83-C83C1B9D690D","SUFB",1,"Suisun Slough at False Boynton",NA,0,NA,NA,NA,NA,NA,NA
"858D2F79-E27B-4F9F-B718-6AB59A8DEF5F","SUHC",1,"Suisun Slough at Hunters Cut",NA,0,NA,NA,NA,NA,NA,NA
"E702560F-3514-4C9A-B3D4-C9B10D74AEBE","SURA",1,"Suisun Slough - at launch ramp",NA,0,NA,NA,NA,NA,NA,NA
"B873AB58-8723-4E6C-A2F1-856E53EC22DF","SUTC",1,"Suisun Slough - confluence near buoys",NA,0,NA,NA,NA,NA,NA,NA
"801C20FC-C285-42A2-BC32-DDF536FCF682","SUVOL",1,"Suisun below Volanti",NA,6547765.09112999,1827598.1687,-122.048372156,38.1806134659999,583347.127308,4226282.09277999,NA
"2ADCBF5E-33B3-4FB8-BBC1-A4B359FB0400","SUWL",1,"Suisun Slough at Wells Slough",NA,0,NA,NA,NA,NA,NA,NA
"F24D3B86-0967-43F8-983A-82384A8FED30","TR3",1,"Tule Red pond in SE corner, southerly",NA,0,NA,NA,NA,NA,NA,NA
"2DCAF466-9438-492E-B673-5E86B222DF92","TR4",1,"Tule Red pond in SE corner, northerly",NA,0,NA,NA,NA,NA,NA,NA
"21FFC5AC-D215-4283-AA45-B6A74123FFFA","TRBO",1,"Tule Red ditch below outfall",NA,NA,NA,NA,NA,NA,NA,NA
"1C89FE3C-ED41-4DCB-BDC7-2CBA74BC713E","TRDB1",1,"Tule Red ditch above outfall at first beach",NA,NA,NA,NA,NA,NA,NA,NA
"6752F1B8-A04B-418C-A267-AD90AC1C01B7","TRDB2",1,"Tule Red ditch above outfall at second beach",NA,NA,NA,NA,NA,NA,NA,NA
"3F3E74C1-3D2C-11D4-B974-006008C01BCF","WL1",0,"Wells Slough - upper",NA,6542148.04703999,1828899.08745,-122.06791536,38.1841757258,581631.472815999,4226659.96305,NA
"3F3E74C2-3D2C-11D4-B974-006008C01BCF","WL2",1,"Wells Slough - lower",NA,6540853.20923,1827841.33262,-122.07241696,38.1812685455999,581240.451123,4226333.4296,NA
"3F3E74C3-3D2C-11D4-B974-006008C01BCF","WL3",1,"Wells Slough - from mouth",NA,6542932.24459,1825434.02851999,-122.065178618,38.1746627758,581881.803202999,4225606.82995999,NA
"94396C65-21A8-4644-91E8-8EB87DCFB927","WP1",1,"Wings Landing - northeast corner",NA,0,NA,NA,NA,NA,NA,NA
"E5BC7F67-2884-4913-9942-7A3C25751039","WP8",1,"Wings Landing -",NA,0,NA,NA,NA,NA,NA,NA
"941F34C1-B2B3-426B-A302-D72478A35118","EM3",1,"Emerson central-east - Dutch Slough",NA,0,NA,NA,NA,NA,NA,NA
"3192C307-E3A0-4FB4-84FD-ADFBC002B06A","EM4",1,"Emerson extreme north - Dutch Slough",NA,0,NA,NA,NA,NA,NA,NA
"F04382C5-0EE6-4139-BE5E-4EFBE9AE7890","MC1",1,"Marsh Creek at levee - Dutch Slough",NA,0,NA,NA,NA,NA,NA,NA
"EB608989-6FA4-4921-8308-DF5FCF0C35E1","GL5",1,"Gilbert west-central Dutch Slough",NA,0,NA,NA,NA,NA,NA,NA
